outcome Cont1 Cont2 Cont3 Cont4 Cont5 Cont6 Cont7 Cont8 Cont9 Cont10 Discr1 Discr2
26.7027440373532 9.65503118428576 10.4071373427244 1.65147798497987 9.56090954784219 1.09439719578601 9.7866181090024 5.12035373580184 2.05747832199584 2.77390677991468 7.68118476447378 2 3
26.8080669357623 10.2699632570535 10.005693837484 1.77622884209533 10.3402832897446 1.10535715048285 10.08777682898 5.23375767269504 2.12751800474936 3.02617489885945 8.22004209417765 1 3
27.0243431293502 10.2680919901115 10.1443138492218 1.96976723136432 10.3794097621815 1.66571459028289 10.0373201733509 5.11838231317079 2.42310329481236 3.0099872484841 7.42206430185603 2 0
27.1555522789965 10.3458408110336 10.2987288471196 1.78633389098009 10.1229066717796 1.18156946564372 10.2868386979793 5.10537792039428 2.38014997163036 3.27389194838123 7.75100671999031 2 3
27.3085409838754 9.82760495729654 10.1375846713861 2.15845580671702 9.35259006657242 0.692005453380136 10.0463107371569 4.8859892486448 2.11185609981374 3.30554806345533 7.84361368055921 2 3
27.2828327400839 10.4960769538645 9.83235704199164 1.16409339475603 10.2655791356874 1.38925906372025 9.82095242936672 4.55389307386353 2.01098298181759 3.18703576486514 8.438525240496 3 0
27.2282251974545 10.0355231119376 10.1280734002447 1.76296068519559 9.82031474900065 0.900593826369445 10.4366481844516 5.43837316880282 1.76815488947297 3.16188981814161 7.96507266831968 1 0
26.9329131209356 9.83756977058739 10.1978231077852 2.4338060571633 9.71038061053741 1.34037200601215 9.90047082530085 4.80076279312557 2.34946149580269 3.05921150129453 8.49706401810629 3 0
27.2960944683887 9.5106688347988 10.0989226856083 2.31036538281703 9.84858304406942 1.69434682836081 10.2299875146238 4.97248840180241 2.01493313617978 3.04978843905494 8.0953219234631 1 3
26.9566698065624 10.5794312279283 9.85687252085013 1.81433314288167 10.4837153339028 1.15520921193564 9.51501267092901 5.70833610636278 2.15982376270991 2.84126674653492 7.97191868534753 2 0
27.2727035951177 9.68890437093323 9.82893804404381 2.5226016472049 10.0630428640452 1.39146272229694 9.53792412986137 4.27340774501862 1.83174198721387 3.13701215773587 7.55340486954725 0 0
27.1979919613396 9.68535334443105 9.83003684446943 2.06813924271312 9.87808249486212 0.843036400653701 10.707658851907 4.91162014709739 1.6595788443354 2.72927756954978 7.86841878493315 2 0
26.859300198477 10.2650858523926 9.93962921131773 1.73592759901543 9.78424567375037 0.639567363301531 10.2047365003395 4.57166755761944 2.46090209630893 3.24128843739657 7.98577192309348 0 0
26.6275245553737 10.6484514284972 10.3275782145046 1.54295682802466 9.79028958989305 0.576952871131498 10.5150299120925 4.93826467873952 1.8374192856489 3.00561002743505 7.81595918949457 1 3
26.8150664875528 10.2830166254939 10.1362891306721 2.20116547980649 10.2042682959207 0.856351200412701 9.64687821021811 5.17479698071857 1.9385736240668 3.18094129768591 7.616018268303 2 0
27.1054527031046 10.2049710874672 10.3260210549691 1.82032228311238 9.89204382580773 1.45647726247636 10.3849652990085 5.13755823062677 2.21696186055994 3.13113395105928 7.90139443039929 1 2
26.9417444481758 10.2454056681625 9.66916294741428 1.8156427010651 9.79799998507659 1.15707143178524 9.74821418135249 5.41513862541431 1.84782551351552 2.90354703856869 7.69171885272084 1 0
27.4612709297647 10.2424908540125 9.66046554939935 1.58088701713825 9.5462677814047 1.0311482837682 9.87906900348269 5.16729248402017 2.27376113401538 2.81647928351485 7.07580354282933 2 3
